ts	zoom_sample	active_profile	zoom_ratio	profile_src	eff_pan	eff_tilt	eff_accel	lead_ms	ap_mode	ap_trk	ap_id	err_x	err_y	cmd_pan	cmd_tilt	base_pan	base_tilt	trk_mode	sel_id	sel_valid	lost	cx	cy	pcx	pcy	vx	vy	motion	score	policy	switch	auto_zoom_box_h	auto_zoom_target_h	auto_zoom_cmd
1785503381.633	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	512/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503381.988	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	514/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503382.337	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	514/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503382.686	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	516/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503383.016	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	517/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503383.368	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	518/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503383.721	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	519/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503384.069	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	521/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503384.499	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	522/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503384.894	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	524/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503385.240	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	525/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503385.585	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	526/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503385.934	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	527/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503386.286	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	529/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503386.633	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	530/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503386.985	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	531/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503387.316	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	532/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503387.654	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	533/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503388.003	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	534/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503388.349	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	536/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503388.744	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	537/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503389.118	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	538/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503389.472	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	540/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503389.817	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	541/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503390.164	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	542/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503390.515	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	543/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503390.869	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	545/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503391.309	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	546/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503391.662	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	547/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503392.010	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	549/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503392.360	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	550/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503392.707	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	551/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503393.041	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	552/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503393.491	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	554/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503393.840	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	555/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503394.194	0	0	0	user	35	28	8	150	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	556/12	0	0	0	0	0	0	0	0	moving_near_sticky		0	0.48	0
1785503394.542	0	0	0	user	35	28	8	150	IDLE	TRACKING	1	0	0	0	0	0	0	LOST	1	False	1/12	0.723437	0.699537	0.723437	0.699537	0	0	0	-0.239621	moving_near_sticky	lost_reacquire	0	0.48	0
1785503394.886	0	0	0	user	35	28	8	150	IDLE	LOST	1	0	0	0	0	0	0	TRACKING	1	True	1/12	0.688021	0.704167	0.688021	0.704167	-0.020675	0.00270262	0.0208509	0.525275	moving_near_sticky		0	0.48	0
1785503395.237	0	0	0	user	35	28	8	150	IDLE	LOST	1	0	0	0	0	0	0	LOST	1	False	2/12	0.688021	0.704167	0.688021	0.704167	-0.020675	0.00270262	0.0208509	0.525275	moving_near_sticky		0	0.48	0
1785503395.694	0	0	0	user	35	28	8	150	IDLE	LOST	1	0	0	0	0	0	0	LOST	1	False	3/12	0.688021	0.704167	0.688021	0.704167	-0.020675	0.00270262	0.0208509	0.525275	moving_near_sticky		0	0.48	0
1785503396.071	0	0	0	user	35	28	8	150	IDLE	LOST	1	0	0	0	0	0	0	LOST	1	False	5/12	0.688021	0.704167	0.688021	0.704167	-0.020675	0.00270262	0.0208509	0.525275	moving_near_sticky		0	0.48	0
1785503396.402	0	0	0	user	35	28	8	150	IDLE	LOST	1	0	0	0	0	0	0	LOST	1	False	6/12	0.688021	0.704167	0.688021	0.704167	-0.020675	0.00270262	0.0208509	0.525275	moving_near_sticky		0	0.48	0
1785503396.751	0	0	0	user	35	28	8	150	IDLE	LOST	1	0	0	0	0	0	0	LOST	1	False	7/12	0.688021	0.704167	0.688021	0.704167	-0.020675	0.00270262	0.0208509	0.525275	moving_near_sticky		0	0.48	0
1785503397.087	0	0	0	user	35	28	8	150	IDLE	TRACKING	2	0	0	0	0	0	0	TRACKING	2	True	0/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503397.444	0	0	0	user	35	28	8	150	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	2/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503397.787	1	1	0.02	user	35	28	8	149	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	3/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503398.118	1	1	0.02	user	35	28	8	149	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	4/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503398.464	1	1	0.02	user	35	28	8	149	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	5/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503398.797	1	1	0.02	user	35	28	8	149	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	6/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503399.148	2	2	0.035	user	34	27	8	148	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	7/12	0.521094	0.667593	0.521094	0.667593	0.00546718	-0.0114602	0.0126975	-0.134947	moving_near_sticky	lost_reacquire	0	0.48	0
1785503399.495	2	2	0.035	user	34	27	8	148	IDLE	LOST	2	0	0	0	0	0	0	TRACKING	2	True	8/12	0.565365	0.740741	0.567077	0.741172	0.00951248	0.00239652	0.00980972	0.130157	moving_near_sticky		0	0.48	0
1785503399.841	2	2	0.035	user	34	27	8	148	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	9/12	0.565365	0.740741	0.567077	0.741172	0.00951248	0.00239652	0.00980972	0.130157	moving_near_sticky		0	0.48	0
1785503400.188	2	2	0.035	user	34	27	8	148	IDLE	LOST	2	0	0	0	0	0	0	LOST	2	False	10/12	0.565365	0.740741	0.567077	0.741172	0.00951248	0.00239652	0.00980972	0.130157	moving_near_sticky		0	0.48	0
1785503400.539	2	2	0.035	user	34	27	8	148	IDLE	TRACKING	2	0	0	0	0	0	0	TRACKING	2	True	10/12	0.58724	0.818519	0.589852	0.82413	0.0145129	0.0311749	0.0343875	0.646632	moving_near_sticky		0	0.48	0
1785503400.892	3	3	0.062	user	33	27	8	146	IDLE	TRACKING	2	0	0	0	0	0	0	TRACKING	2	True	10/12	0.588021	0.818519	0.589892	0.822166	0.0103972	0.0202637	0.0227754	0.584732	moving_near_sticky		0	0.48	0
1785503401.247	3	3	0.062	user	33	27	8	146	IDLE	TRACKING	2	0	0	0	0	0	0	TRACKING	2	True	10/12	0.588542	0.818519	0.58986	0.820889	0.00732554	0.0131714	0.0150715	0.536237	moving_near_sticky		0	0.48	0
1785503401.598	3	3	0.062	user	33	27	8	146	IDLE	TRACKING	2	0	0	0	0	0	0	TRACKING	2	True	10/12	0.588021	0.818519	0.588775	0.82006	0.00419004	0.00856141	0.00953175	0.159479	moving_near_sticky		0	0.48	0
1785503401.932	3	3	0.062	user	33	27	8	146	IDLE	TRACKING	2	0	0	0	0	0	0	TRACKING	3	True	0/12	0.69349	0.910648	0.69349	0.910648	0	0	0	0.105184	moving_near_sticky	lost_reacquire	0	0.48	0
1785503402.322	4	4	0.116	user	32	26	7	142	IDLE	TRACKING	3	0	0	0	0	0	0	TRACKING	3	True	0/12	0.69349	0.911574	0.69349	0.911574	0	0.00115631	0.00115631	0.157333	moving_near_sticky		0	0.48	0
1785503402.657	4	4	0.116	user	32	26	7	142	IDLE	TRACKING	3	0	0	0	0	0	0	TRACKING	3	True	0/12	0.69349	0.911574	0.69349	0.911709	0	0.000751599	0.000751599	0.191919	moving_near_sticky		0	0.48	0
1785503403.006	4	4	0.116	user	32	26	7	142	IDLE	TRACKING	3	0	0	0	0	0	0	TRACKING	3	True	0/12	0.69349	0.909722	0.69349	0.909393	0	-0.00182646	0.00182646	0.188465	moving_near_sticky		0	0.48	0
1785503403.360	4	4	0.116	user	32	26	7	142	IDLE	TRACKING	3	0	0	0	0	0	0	TRACKING	3	True	0/12	0.69349	0.910648	0.69349	0.910719	0	0.000395354	0.000395354	0.180366	moving_near_sticky		0	0.48	0
